559404730	asian
1936215201	white
3174453534	white
2313598755	white
270224477	white
4084558283	white
4450081359	white
1459581481	black
5419695587	asian
5519354264	white
180312736	white
2659606300	white
4953541345	white
2653063469	white
2226587791	white
2750741104	none of the above
7174804452	white
2544426580	none of the above
851566221	baby not visible
3132006797	white
2370221025	white
22860067	white
3497234588	asian
3821555355	white
4447269544	baby not visible
5501226985	white
4319641840	asian
2826030193	white
4300542033	white
4798449978	none of the above
2445654384	white
5829317322	baby not visible
3143982558	white
206648789	white
4237212038	baby not visible
2752043092	white
2646615552	white
15688495	baby not visible
3246505968	asian
5230968	white
3179296090	white
2538423833	white
4794509703	white
268654674	baby not visible
3631839768	baby not visible
168131914	white
166779879	white
408474778	white
10404007	white
2369840118	white
328916930	white
2350687181	white
2989626215	baby not visible
4567311889	white
2181724497	white
4857569615	white
3236447445	white
519317202	white
2847281670	white
3821187649	white
4725695244	white
2212472643	white
4327162496	white
3606355203	white
2228167286	none of the above
2972268289	baby not visible
5103930077	white
492210006	asian
3258993719	baby not visible
8046655694	asian
3135317718	asian
3643021980	white
477869357	white
4225248313	white
2913345328	white
1263126002	white
4692141852	baby not visible
519061891	white
374437796	baby not visible
185188962	white
4857583977	white
488866979	white
69551477	white
3730011701	white
4857561027	white
7770185546	white
5234416671	white
89505897	white
418310966	white
4932127810	none of the above
3655207400	white
5501830558	white
700884207	white
4389000364	white
4775132222	black
4479282254	baby not visible
2336606243	white
4195953639	baby not visible
2569800008	white
2858456847	black
2667549961	white
1609454863	asian
339274747	white
2511782353	white
2934431078	white
13615892	white
129863111	white
49278853	white
3668244651	white
3121498699	asian
2687075275	white
4857558207	white
2135360514	white
2455800418	white
1952896009	black
2322675642	white
1775007639	asian
253109856	asian
4151663073	white
4656684238	baby not visible
4589066890	white
50158447	white
1881494074	white
2837777441	white
4887639158	black
